property_type;place_name;state_name;lat;lon;price;currency;price_aprox_local_currency;price_aprox_usd;surface_total_in_m2;surface_covered_in_m2;price_usd_per_m2;price_per_m2;floor;rooms;expenses;properati_url;description;title
apartment;Palermo;Capital Federal;-34.57154091;-58.4321322175;160000.0;USD;2823120.0;160000.0;31.0;18.0;5161.290322580645;8888.888888888889;;;;http://www.properati.com.ar/1ahqo_venta_departamento_palermo_baez_400_balcon_sum_terraza_lujoso_garage_subte-linea-d_deborah-sosa;Moderno departamento de 1, 2 y 3 ambientes ubicado en hermosa zona de Las Cañitas!Edificio de categoría próxima a importantes avenidas y centros comerciales, a metros de Av. Luis Maria Campos y pocas cuadras de Av. Libertador. Cercanía a varias lineas de colectivos y tren Mitre.La propiedad cuenta con Living (5.90 x 3.10), amplios ventanales al frente. Acceso al balcón terraza (5.30 x 3.50) a través de grandes ventanales. Seguimos por el dormitorio (3.00 x 2.80), hoy sin divisiòn. Un baño completo con griferia de lujo. Cocina independiente (3.00 x 1.70), muebles altos y bajos, bacha simple.La unidad esta preparada para instalar un equipo de aire frio/calor.El edificio posee SUM y SolariumCochera opcionalVisite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Moderno departamento de 1, 2 y 3 amb ubicado en Las Cañitas!
apartment;Palermo;Capital Federal;-34.57154091;-58.4321322175;110550.0;USD;1950599.47;110550.0;33.0;29.0;3350.0;3812.0689655172414;;;;http://www.properati.com.ar/1ahrc_venta_departamento_palermo_baez_400_balcon_sum_lujoso_garage_subte-linea-d_deborah-sosa;Moderno departamento de 1, 2 y 3 ambientes ubicado en hermosa zona de Las Cañitas!Edificio de categoría próxima a importantes avenidas y centros comerciales, a metros de Av. Luis Maria Campos y pocas cuadras de Av. Libertador. Cercanía a varias lineas de colectivos y tren Mitre.La propiedad cuenta con Living comedor (6.60 x 3.30), amplios ventanales al frente. Acceso al balcón (3.10 x 1.30) a través de grandes ventanales. Un baño completo con griferia de lujo. Cocina integrada, con muebles altos y bajos, bacha simple.La unidad esta preparada para instalar un equipo de aire frio/calor.El edificio posee SUM y SolariumCochera OpcionalVisite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Moderno departamento de 1, 2 y 3 amb ubicado en Las Cañitas!
apartment;Palermo;Capital Federal;-34.57154091;-58.4321322175;156000.0;USD;2752542.0;156000.0;47.0;43.0;3319.148936170213;3627.9069767441856;;;2100.0;http://www.properati.com.ar/1ahrx_venta_departamento_palermo_baez_400_balcon_sum_lujoso_garage_subte-linea-d_deborah-sosa;Moderno departamento de 1, 2 y 3 ambientes ubicado en hermosa zona de Las Cañitas!Edificio de categoría próxima a importantes avenidas y centros comerciales, a metros de Av. Luis Maria Campos y pocas cuadras de Av. Libertador. Cercanía a varias lineas de colectivos y tren Mitre.La propiedad cuenta con Living comedor (5.90 x 3.10), amplios ventanales al frente. Acceso al balcón (3.10 x 1.30) a través de grandes ventanales. Seguimos por el dormitorio (3.00 x 2.80), hoy sin divisiòn. Un baño completo con griferia de lujo. Cocina independiente (3.00 x 1.70), muebles altos y bajos, bacha simple.La unidad esta preparada para instalar un equipo de aire frio/calor.El edificio posee SUM y SolariumCochera opcionalVisite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Moderno departamento de 1, 2 y 3 amb ubicado en Las Cañitas!
apartment;Palermo;Capital Federal;-34.5820867718;-58.4321174026;480000.0;USD;8469360.0;480000.0;;76.0;;6315.789473684212;;;5000.0;http://www.properati.com.ar/1ai8d_venta_departamento_palermo_humboldt_2045_balcon_baulera_suite_gimnasio_piscina_sum_garage_amoblado_amenities_placard_aire-acondicionado_subte-linea-d_wy-propiedades;VENTA CON RENTAComplejo Mirabilia. Torre I. Vista Abierta a Ciudad. Unidad de 3 ambientes totalmente amoblado y equipado.Principal en Suite con Vestido. Segundo dormitorio con placard empotrado. Baño completo. Amplio living comedor, Salida a Balcón. Cocina completa  Equipada con alacenas sobre y bajo mesadas. aire Acondicionado. Cochera y Baulera. Vigilancia 24 hs. * Edificio con Amenities: SUM-Pileta-Solarium-Gimnasio-Guardería-Cancha de teniss- pileta cubierta de 25 Mts.-Bar/Restaurante. Para mas información:011-154-168-2086011-155-095-5025(*)Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Excelente departamento con vista panoramica
apartment;Palermo;Capital Federal;-34.5815233054;-58.4238843026;187000.0;USD;3299521.5;187000.0;85.0;85.0;2200.0;2200.0;;;1900.0;http://www.properati.com.ar/1aib6_venta_departamento_palermo_uriarte_2400_luminoso_dependencias_subte-linea-d_apto-credito-hipotecario_lexinton-propiedades_937;A pasos de Avda Santa Fe, metro-bus y subte En plena zona de PALERMO SOHO, APTO CREDITOMuy lindo departamento de 3 ambientes mas dependencia de servicio con baño.- Amplio living comedor. Muy luminoso,  Pisos de madera, 2 dormitorios con amplios placares con baño completo. Calefacción central por radiadores. ;Departamento - Palermo
apartment;Palermo;Capital Federal;-34.570218657;-58.43410147270001;240000.0;USD;4234680.0;240000.0;55.0;44.0;4363.636363636364;5454.545454545455;;;5200.0;http://www.properati.com.ar/1aide_venta_departamento_palermo_republica-de-eslovenia_1900_balcon_suite_piscina_toilette_vestidor_garage_amenities_subte-linea-d_wy-propiedades;Quartier Polo Cañitas. Torre Apart. Oportunidad Venta con Renta.Departamento 2 Ambientes. Toilette. Dormitorio en suite. Vestidor. Cocina integrada con alacena bajo mesada y cajoneras. Living comedor amplio con salida a balcon. Vista a PiletaCochera con valet parking. Vigilancia. AmenitiesInformacion: ?011-154-168-2086011-155-095-5025 medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.??Para mas información:;Quartier Polo excelente 2 ambientes
apartment;Palermo;Capital Federal;;;200000.0;USD;3528900.0;200000.0;68.0;60.0;2941.1764705882347;3333.333333333333;;;;http://www.properati.com.ar/1aigf_venta_departamento_palermo_balcon_parrilla_piscina_garage_placard_wy-propiedades;Departamento de dos ambientes. Dormitorio con placard. Baño completo. Cocina integrada totalmente equipada. Amplio living. Salida a Balcon corrido.Cochera semi cubierta Valor de la Cochera Venta: USD 30.000.-Edificio con Parrilla.  Pileta. solariumOpcional Venta con Renta    (*)Para mas información:?011-154-168-2086?011-155-095-5025(*)Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad;Venta departamento 2 ambientes  opcional con Renta- Cañitas
apartment;Palermo;Capital Federal;;;1650000.0;USD;29113425.0;1650000.0;280.0;180.0;5892.857142857143;9166.666666666666;;;16000.0;http://www.properati.com.ar/1ailc_venta_departamento_palermo_baulera_suite_gimnasio_lavadero_parrilla_piscina_vestidor_luminoso_vista_lujoso_dependencias_electrogeno_garage_amenities_estrenar_losa-radiante_doble-circulacion_wy-propiedades;Espectacular piso en torre QUANTUM Cerviño.A estrenar!Palier privado y ascensor de servicio. Living con gran recepción con vista al río.Comedor principal de amplias dimensiones, cocina completa grande con comedor diario, lavadero y dependencia de servicio con baño. Tres dormitorios en suite, vestidor. Doble circulación. Amplios placares de ropa de blanco.El departamento posee pisos de madera maciza en toda el área de recepción, en dormitorios y áreas de distribución. Amplias medidas en cada ambiente. Terminaciones de categoría. Excelente luminosidad y vistas. Doble vidrio hermético. Calefacción central por losa radiante. Agua caliente central por caldera. Con dos cocheras cubiertas y una baulera.Grupo electrógeno. 6 ascensores de última generación.Internet en sectores comunes. Hall principal en doble altura. Amenities:- Piscina- Gimnasio- Salón de eventos - Salón de usos múltiples- ParrillasInformación: 011-154-168-2086/011-155-095-5025.  Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad. ;Piso PREMIUM,excelente vista
apartment;Palermo;Capital Federal;;;1500000.0;USD;26466750.0;1500000.0;;;;;;;;http://www.properati.com.ar/1ailx_venta_departamento_palermo_wy-propiedades;Departamento, Capital Federal, Palermo, por U$S 1.500.000;Departamento - Palermo
apartment;Palermo;Capital Federal;-34.5732143712;-58.41924054760001;1450000.0;USD;25584525.0;1450000.0;372.0;337.0;3897.849462365592;4302.670623145401;;;15000.0;http://www.properati.com.ar/1ainv_venta_departamento_palermo_del-libertador-av-_3600_baulera_luminoso_vista_dependencias_wy-propiedades;ESPECTACULAR PLANTA DE 370 MTS SOBRE LA AVENIDA LIBERTADOR.SUPER LUMINOSO, EXCELENTE VISTA AL ROSEDALINCREIBLE LIVING , DE GENEROSAS MEDIDAS, ESCRITORIO.4 DORMITORIOS.COCINA COMEDOR DIARIO.DOS DEPENDENCIAS.BANOS REVESTIDOS EN MARMOL DE CARRARA.DOS COHERAS.BAULERA.SEGURIDAD 24 HS;ESPECTACULAR PISO SOBRE AV LIBERTADOR
store;Palermo;Capital Federal;-34.587307543499996;-58.4109480193;1200000.0;USD;21173400.0;1200000.0;;280.0;;4285.714285714285;;;8500.0;http://www.properati.com.ar/1air7_venta_local_palermo_arenales_3400_patio_garage_subte-linea-d_wy-propiedades;Local sobre Av. Del Libertador, en la misma cuadr5a que el Patio Bullrich. Excelente ubicacion.Son 10 mts de frente por 19 de fondo con un deposito de 100 m2, banios para personal, cocina y banio para clientes. Se encuentra en perfectas condiciones. Incluye 2 cocheras. Apto indumentaria, banco, bar sin no necesita tiraje. No apto para gastronomia.Información:011-154-168-2086011-155-095-5025 medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Local - Palermo
apartment;Palermo;Capital Federal;-34.5701787108;-58.432229072;185000.0;USD;3264232.5;185000.0;56.0;50.0;3303.5714285714284;3700.0;;;4000.0;http://www.properati.com.ar/1aiub_venta_departamento_palermo_arce_500_balcon_lavadero_vestidor_luminoso_subte-linea-d_deborah-sosa;Venta con RENTALuminoso 2 ambientes en zona PalermoUbicado en uno de los barrios más lindos, Palermo, cerca de Parques, hipódromo, aeroparque y variados medios de transporte (subte, tren y colectivos). La propiedad de estilo moderno, de un total de 56m2, cuenta con luminoso Living comedor con salida a amplio balcón de 6m2. Cocina grande con barra semiabierta a la recepción.Dormitorio con grandes placards y hermoso Vestidor. Baño completo con grifería de lujo. Lavadero independiente.El edificio tiene un total de 9 pisos, 4 departamentos por piso.Visite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Luminoso 2 amb zona Palermo
apartment;Palermo;Capital Federal;-34.5701787108;-58.432229072;185000.0;USD;3264232.5;185000.0;56.0;50.0;3303.5714285714284;3700.0;;;4000.0;http://www.properati.com.ar/1aiv1_venta_departamento_palermo_arce_500_balcon_lavadero_vestidor_luminoso_subte-linea-d_deborah-sosa;Venta con RENTALuminoso 2 ambientes en zona PalermoUbicado en uno de los barrios más lindos, Palermo, cerca de Parques, hipódromo, aeroparque y variados medios de transporte (subte, tren y colectivos). La propiedad de estilo moderno, de un total de 56m2, cuenta con luminoso Living comedor con salida a amplio balcón de 6m2. Cocina grande con barra semiabierta a la recepción.Dormitorio con grandes placards y hermoso Vestidor. Baño completo con grifería de lujo. Lavadero independiente.El edificio tiene un total de 9 pisos, 4 departamentos por piso.Visite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Luminoso 2 amb zona Palermo
apartment;Palermo;Capital Federal;-34.5771664987;-58.4253029494;625000.0;USD;11027812.5;625000.0;115.0;110.0;5434.782608695652;5681.818181818182;;;5600.0;http://www.properati.com.ar/1aivc_venta_departamento_palermo_beruti_4700_subte-linea-d_wy-propiedades;Departamento 115m² con Electricidad en Beruti 4700, Capital Federal, Palermo, por U$S 625.000;TORRE BERUTI 3 AMB MAS COCHEERA
apartment;Palermo;Capital Federal;;;570000.0;USD;10057365.0;570000.0;102.0;93.0;5588.235294117647;6129.032258064517;;;;http://www.properati.com.ar/1aiy6_venta_departamento_palermo_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_terraza_vestidor_sauna_garage_amenities_aire-acondicionado_estrenar_wy-propiedades;Torre Black- Departamento de 3 ambientes a estrenar con cochera incluida en el valor que se publica. Pisos hidrolaqueado, aire acondicionado en todos los ambientes, cortinas, vestidor y artefactos de iluminación. Dormitorio principal en suite con vestidor, segundo dormitorio con un baño completo. Living comedor con salida a balcón terraza. Cocina con lavadero. Gran vista abierta.  Edificio con amenities: Departamento de invitados, sala de música, micro cine, piscina, gimnasio, parrilla, sala de relax, juegos, jacuzzi, sauna, sum.Para mas información: 011-154-168-2086/ 011-155-095-5025 medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Excelente Tres ambientes a estrenar en Torre Black
apartment;Palermo;Capital Federal;;;580000.0;USD;10233810.0;580000.0;102.0;93.0;5686.274509803921;6236.559139784948;;;;http://www.properati.com.ar/1aizi_venta_departamento_palermo_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_terraza_vestidor_sauna_garage_amoblado_amenities_estrenar_wy-propiedades;Excelente edificio alquila departamento de 3 ambientes amoblado a estrenar. Dormitorio principal en suite con vestidor, segundo dormitorio con un baño completo. Living comedor con salida a balcón terraza. Cocina con lavadero. Gran vista abierta. Baulera. Cochera cubierta. Edificio con amenities: Departamento de invitados, sala de música, micro cine, piscina, gimnasio, parrilla, sala de relax, juegos, jacuzzi, sauna, sum.Valor de alquiler U$D 3.000 paquete.Para mas información: 011-154-168-2086/ 011-155-095-5025 medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Excelente departamento- Juncal 4600
apartment;Palermo;Capital Federal;-34.5777768214;-58.4243003491;252000.0;USD;4446414.0;252000.0;56.0;52.0;4500.0;4846.153846153846;;;;http://www.properati.com.ar/1aj0o_venta_departamento_palermo_beruti_4600_balcon_suite_gimnasio_piscina_terraza_toilette_luminoso_vista_sauna_lujoso_electrogeno_garage_subte-linea-d_wy-propiedades;TORRE DE CATEGORIA 2 AMBIENTES CON VISTA PANORAMICA. MUY LUMINOSO. UN DORMITORIO EN SUITE, TOILETTE, LIVING COMEDOR, COCINA Y BALCON TERRAZA. El valor de la cochera es aparte (USD 45.000)Detalles: -Agua caliente central -Cabina de seguridad y estacionamiento de cortesía. -Lobby de entrada en doble altura con frente vidriado y pisos de marmol. -Contro de accesos y circuito cerrado de CCTV -Acceso para discapacitados. -Cervicio de recepción y conserjería. -Sistemas de detección de incendios. -Preparado para instalación de internet wi fi -2 baterías de ascensores de amplias dimensiones. -Subsuelo: Estacionamiento Recintos para medidores electricosy de gas. Tanques de reserva . Sala para compactador. Sala para garajista con sanitarios. Sistema de ventilación mecanica y renovación de aire. Baño en estacionamiento. Gimnasio Salón de usos multiples. -Piso 4: Unidades de vivienda Vivienda de encargado -Pisos 5 a 32: Unidades de vivienda -Piso 33 Piscina c/ solarium descubierta Sauna y vestuarios. sala de maquinas. Tanques. Azotea: Sala de maquinas Espacio para grupo electrogeno. Para mas información:011-154-168-2086011-155-095-5025(*)Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Dos Ambientes a estrenar en Torre Beruti
apartment;Palermo;Capital Federal;-34.5777768214;-58.4243003491;267000.0;USD;4711081.5;267000.0;56.0;52.0;4767.857142857143;5134.615384615385;;;;http://www.properati.com.ar/1aj1j_venta_departamento_palermo_beruti_4600_balcon_suite_gimnasio_piscina_terraza_toilette_luminoso_vista_sauna_lujoso_electrogeno_garage_subte-linea-d_wy-propiedades;TORRE DE CATEGORIA 2 AMBIENTES CON VISTA PANORAMICA. MUY LUMINOSO. UN DORMITORIO EN SUITE, TOILETTE, LIVING COMEDOR, COCINA Y BALCON TERRAZA. El valor de la cochera es aparte (USD 45.000). Detalles: -Agua caliente central -Cabina de seguridad y estacionamiento de cortesía. -Lobby de entrada en doble altura con frente vidriado y pisos de marmol. -Contro de accesos y circuito cerrado de CCTV -Acceso para discapacitados. -Cervicio de recepción y conserjería. -Sistemas de detección de incendios. -Preparado para instalación de internet wi fi -2 baterías de ascensores de amplias dimensiones. -Subsuelo: Estacionamiento Recintos para medidores electricosy de gas. Tanques de reserva . Sala para compactador. Sala para garajista con sanitarios. Sistema de ventilación mecanica y renovación de aire. Baño en estacionamiento. Gimnasio Salón de usos multiples. -Piso 4: Unidades de vivienda Vivienda de encargado -Pisos 5 a 32: Unidades de vivienda -Piso 33 Piscina c/ solarium descubierta Sauna y vestuarios. sala de maquinas. Tanques. Azotea: Sala de maquinas Espacio para grupo electrogeno. Para mas información:011-154-168-2086011-155-095-5025(*)Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Dos ambientes a estrenar en Torre Beruti
apartment;Palermo;Capital Federal;-34.5777768214;-58.4243003491;270000.0;USD;4764015.0;270000.0;56.0;52.0;4821.428571428572;5192.307692307692;;;;http://www.properati.com.ar/1aj30_venta_departamento_palermo_beruti_4600_balcon_suite_gimnasio_piscina_terraza_toilette_luminoso_vista_sauna_lujoso_electrogeno_garage_subte-linea-d_wy-propiedades;TORRE DE CATEGORIA 2 AMBIENTES CON VISTA PANORAMICA. MUY LUMINOSO. UN DORMITORIO EN SUITE, TOILETTE, LIVING COMEDOR, COCINA Y BALCON TERRAZA. El valor de la cochera es aparte (USD45.000). Detalles: -Agua caliente central -Cabina de seguridad y estacionamiento de cortesía. -Lobby de entrada en doble altura con frente vidriado y pisos de marmol. -Contro de accesos y circuito cerrado de CCTV -Acceso para discapacitados. -Cervicio de recepción y conserjería. -Sistemas de detección de incendios. -Preparado para instalación de internet wi fi -2 baterías de ascensores de amplias dimensiones. -Subsuelo: Estacionamiento Recintos para medidores electricosy de gas. Tanques de reserva . Sala para compactador. Sala para garajista con sanitarios. Sistema de ventilación mecanica y renovación de aire. Baño en estacionamiento. Gimnasio Salón de usos multiples. -Piso 4: Unidades de vivienda Vivienda de encargado -Pisos 5 a 32: Unidades de vivienda -Piso 33 Piscina c/ solarium descubierta Sauna y vestuarios. sala de maquinas. Tanques. Azotea: Sala de maquinas Espacio para grupo electrogeno. Para mas información:011-154-168-2086011-155-095-5025(*)Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Dos ambientes a estrenar en Torre Beruti
apartment;Palermo;Capital Federal;-34.598132833600005;-58.4065190951;156900.0;USD;2768422.05;156900.0;50.0;50.0;3138.0;3138.0;;;;http://www.properati.com.ar/1aj3k_venta_departamento_palermo_cordoba-av-_2800_balcon_suite_gimnasio_piscina_sum_terraza_toilette_luminoso_vista_amenities_impecable_subte-linea-d_subte-linea-b_subte-linea-h_deborah-sosa;Hermoso 2 amb. en Barrio Norte, con Amenities!Este departamento con apenas dos años de uso, cuenta con un amplio y luminoso living comedor con cocina integrada. Dicha cocina, con anafes y horno eléctrico, posee doble mesada de mármol de granito con muebles altos y bajo. Una barra divide el ambiente el cual cuenta con un impecable piso de porcelanato y salida al balcón. Toilette en excelente estado. El dormitorio en suite tiene también salida al balcón por una puerta doble de vidrio, la cual nos brinda una entrada de luz natural. Baño completo con bañera.El edificio posee un hermoso SUM con vista panorámica por ambos frentes , una terraza amplia y bien equipada. Piscina descubierta con deck y solárium. Gimnasio y seguridad.Apto Profesional.Excelente ubicación, sobre Av. Córdoba a una cuadra de la Universidad de Palermo.Visite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Departamento - Palermo
PH;Palermo;Capital Federal;-34.587708596300004;-58.44016170850001;347000.0;USD;6122641.5;347000.0;230.0;120.0;1508.695652173913;2891.666666666666;;;;http://www.properati.com.ar/1aj63_venta_ph_palermo_cordoba-av-_5600_baulera_lavadero_patio_quincho_terraza_toilette_dependencias_impecable_apto-credito-hipotecario_deborah-sosa;"Impecable PH Reciclado a Nuevo Hace 7 años!!Esta Antigua propiedad cuenta con una superficie total de 234 m2, los caños de agua, luz y gas son nuevos. El Vestíbulo es de 5 x 3,75 con Vitreaux  posee pisos de pinotea a nuevos, graniticos y calcareos que se extiende en casi todos los ambientes, mediante amplias aberturas en madera originales restaurados. La escalera y entrada es de Mármol con techos de Bovedilla. Cuenta con un amplio living comedor de 4,25 x 2,50; la galería con cerramiento es de 20m2.La cocina de 2,75 x 2,75 posee comedor diario con cocina convencional a gas, calefón, mesadas de mármol blanco y muebles bajos, la misma posee ventilación hacia el patio interno.Posee dos amplios dormitorios de 4,25 x 3 aprox. y un tercero en entrepiso de 3,25 x 2. El escritorio o dependencia cuenta con ventanas al exterior las cuales brindan luz natural a este ambiente de 3,25 x 2.Baño completo con bañera en muy buen estado ( 2,75 x 1,50).Amplia terraza de 13 x 10 con toilette y quincho  con ventilador de techo. Lavadero semicubierto de 3 x 2,50.  Baulera o deposito de 3,25 x 2.El cableado de electricidad y los caños de agua son NuevosApto Crédito Bancario Excelente ubicación sobre Av. Córdoba a tres cuadras de Av. Juan B. Justo.Posibilidad de construir un piso mas y terraza!No paga expensas!!Visite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-";Impecable PH Reciclado a Nuevo
apartment;Palermo;Capital Federal;;;407000.0;USD;7181311.5;407000.0;77.0;70.0;5285.714285714285;5814.2857142857165;;;4500.0;http://www.properati.com.ar/1aj7d_venta_departamento_palermo_balcon_baulera_suite_gimnasio_luminoso_vista_sauna_garage_amenities_wy-propiedades;ESPECTACULAR 3 AMB EN LA TORRE DE QUARTIER POLO.VISTA AL RIO PISO ALTO.ES UNA PLANTA ATIPICA DIFERENTE A LAS DEMAS.COCINA ABIERTA AL LIVING C BARRA. LIVING C SALIDA AL BALCON.SUPER LUMINOSO.DOS DORM EN SUITE.EL PRECIO INCLUYE COCHERA FIJA Y CUBIERTA MAS BAULERA.TORRE C LOS MEJORES AMENITIESPSISINA ,GYM SAUNA, JACUZI, SALA DE REUNIONES, PARRILA.VALE LA PENA VER LA PLATA,. ;ESPECTACULAR 3 MAB C COCHERA Y BAULERA
PH;Palermo;Capital Federal;-34.589055543;-58.4202155384;550000.0;USD;9704475.0;550000.0;235.0;230.0;2340.4255319148942;2391.304347826087;;;;http://www.properati.com.ar/1aj7v_venta_ph_palermo_guatemala_4300_balcon_lavadero_parrilla_terraza_toilette_dependencias_subte-linea-d_deborah-sosa;Increíble Ph antiguo en Palermo!Casa de los años 20 en excelente estado, con entrada por escalera independiente y techos altos. En un primer piso de 165m2 se encuentra un amplio hall de entrada con apertura al living el cual posee chimenea , pisos de pinotea  y un gran ventanal. Hermosa cocina con luz natural de muebles bajos con repisas de madera, cocina convencional a gas y mesada de carrara, Comedor con muebles esquineros de madera y pisos de pinotea. Un escritorio  con salida al balcón por medio de amplias puertas de madera .  En esta planta se encuentran los 3 dormitorios con sus respectivos roperos hasta el techo.  2 baños completos.  Lavadero y dependencia de servicio. El segundo piso de 160m2  posee un amplio estudio , terraza con parrilla y toilette.Excelente ubicación  a una cuadra de Scalabrini Ortiz y a cuatro cuadras de Av. Santa Fe. Visite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Increíble Ph antiguo en Palermo!
apartment;Palermo;Capital Federal;-34.585559148499996;-58.423167291300004;395000.0;USD;6969577.5;395000.0;88.0;82.0;4488.636363636364;4817.073170731707;;;;http://www.properati.com.ar/1ajas_venta_departamento_palermo_paraguay_4400_balcon_gimnasio_lavadero_parrilla_piscina_sum_terraza_luminoso_sauna_lujoso_garage_amenities_estrenar_losa-radiante_subte-linea-d_deborah-sosa;Hermoso 3 amb CON RENTA. a estrenar con full Amenities!Este departamento súper luminoso y con vista abierta desde todos los ambientes cuenta con un amplio living comedor el cual posee multisplit con 3 salidas (living y dos cuartos), piso de madera natural y losa radiante con salida a una balcón terraza. La cocina es  independiente con  mesada de mármol, respectivos muebles altos y bajos de melamina blanca , anafes y cocina a gas, bacha de aluminio doble y ventana al exterior. Los dormitorios  cuentan con sus respectivos placares y ventanas que nos brindan luz natural. Baño completo con bañera y amplio espejo, Torre de gran categoría con terminaciones de excelente calidad que cuenta con los siguientes amenities: Piscina climatizada en planta baja, gimnasio, juego para niños, SUM, cochera de cortesía, seguridad las 24 horas, microcine, zona de parrillas en el ultimo piso, piscina climatizada en la ultima planta, ducha escocesa, sauna, vestuario y Laundry Privilegiada ubicación a pocas cuadras del centro comercial los arcos y muy cerca de las tiendas y locales gastronómicos de Palermo. Además esta cerca de plaza Italia, línea B del subte y muchas líneas de colectivos.Visite esta propiedad en  y vea la zona en Google Street View.Tasamos su propiedad sin cargo, llámenos al Estamos on line de Lunes a Viernes de 10 a 19 hrs y los sábados de 10 a 14 hrs.-;Hermoso 3 amb. a estrenar CON RENTA con full Amenities!
apartment;Palermo;Capital Federal;;;499000.0;USD;8804605.5;499000.0;;76.0;;6565.789473684212;;;6000.0;http://www.properati.com.ar/1ajb8_venta_departamento_palermo_balcon_suite_gimnasio_piscina_sum_vista_garage_amenities_placard_aire-acondicionado_wy-propiedades;Excelente 3 amb piso alto vista al río , con cochera.Complejo Mirabilia. Torre I.  Unidad de 3 ambientes.Principal en Suite con Vestido. Segundo dormitorio con placard empotrado. Baño completo. Amplio living comedor, Salida a Balcón. Cocina completa  Equipada con alacenas sobre y bajo mesadas. aire Acondicionado.Incluye cocheraVigilancia 24 hs. Amenities: SUM-Pileta-Solarium-Gimnasio-Guardería-Cancha de teniss- pileta cubierta de 25 Mts.-Bar/Restaurante.Para mas información:011-154-168-2086011-155-095-5025(*)Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgen del titulo de propiedad.;Humboldt 2045 Excelente Torre Vista al Río
